-4,-3,-3,-3
-5,-3,-2,-2
-5,-3,-2,-2
-4,-3,-3,-3
-4,-2,-2,-1
-5,-4,-2,-2
-4,-3,-2,-1
-4,-3,-2,-1
-5,-2,-2,-1
-4,-2,-2,-2
-4,-2,-3,-2
-5,-3,-3,-1
-4,-2,-3,-2
-4,-3,-3,-2
-4,-3,-2,-2
-2,-3,2,-2
-2,-4,6,-2
1,-4,10,-4
15,-4,9,-3
14,-4,9,-2
-2,-4,-3,-1
-2,-4,-3,-1
-5,-3,-3,-2
-3,-3,-3,-2
-4,-3,-2,-1
-3,-3,0,-2
-3,-3,0,-2
0,-4,0,-3
-1,-4,0,-3
0,-5,-1,-2
-1,-4,1,-3
-2,-4,1,-3
0,-4,1,-2
-5,-4,-3,-2
-10,-3,-9,-2
-12,-4,-9,-1
-13,-3,-10,-1
-11,-4,-13,0
-11,-3,-16,-1
-12,-4,-17,-1
3,-4,0,-2
2,-4,0,-2
1,-4,1,-1
1,-3,1,-2
3,-4,0,-2
1,-4,0,-2
2,-4,0,-1
1,-3,0,-2
0,-3,0,-2
0,-4,0,-2
2,-4,0,-1
9,-5,7,-3
9,-3,8,-3
13,-3,9,-3
14,-4,10,-3
13,-5,8,-1
0,-2,-1,-1
1,-3,-2,-2
0,-3,-1,-1
0,-3,-1,-2
-2,-3,-1,-2
-1,-3,0,-2
0,-4,0,-2
-1,-3,-1,-3
-2,-2,0,-2
-1,-4,-1,-2
6,-3,5,-2
12,-3,11,-3
14,-4,10,-3
15,-4,9,-1
15,-4,10,-2
14,-4,10,-2
15,-4,9,-2
15,-3,8,-2
15,-4,8,-2
14,-4,9,-3
15,-4,10,-2
14,-5,7,-1
8,-3,2,0
-1,-4,-4,0
2,-3,-1,-1
0,-4,-1,-1
3,-3,-1,-1
1,-3,-1,-1
1,-3,-1,-1
-3,-2,-4,-2
-4,-3,-4,-1
-4,-3,-4,-1
-4,-3,-4,-1
-3,-2,-3,-1
-3,-3,-3,-1
-4,-2,-3,-1
-4,-3,-3,-2
-3,-3,-1,-2
-3,-3,-1,-2
-3,-3,-1,-2
-3,-3,-1,-1
-3,-2,-1,-1
-3,-3,-1,-2
-4,-3,-1,-2
-3,-2,-1,-1
-2,-3,-1,-2
-4,-2,-1,-2
-3,-3,0,-1
-2,-3,-1,-2
-3,-3,-1,-2
-2,-2,-1,-1
-2,-3,-1,-2
-2,-2,-1,-1
-3,-4,0,-2
-3,-2,-1,-1
-3,-3,-1,-2
-3,-2,-1,-2
-3,-3,-1,-1
-3,-2,-1,-2
-3,-3,0,-2
-3,-3,-1,-2
-2,-3,0,-2
-2,-3,1,-2
-2,-2,0,-2
-2,-3,1,-3
-2,-3,0,-3
-2,-3,0,-1
-2,-2,1,-2
-2,-3,1,-1
-2,-3,1,-2
-2,-4,0,-3
-2,-3,1,-2
-2,-3,1,-2
-3,-3,2,-2
-2,-3,0,-1
-1,-3,1,-2
-3,-3,0,-1
-1,-4,0,-2
-1,-3,1,-2
-2,-3,0,-1
-6,-2,-3,-2
-7,-3,-3,-3
-4,-3,-3,-3
-6,-4,-2,-2
-5,-2,-3,-1
-5,-2,-2,-2
-5,-3,-3,-2
-5,-3,-2,-1
-6,-3,-3,-2
-6,-4,-2,-2
-5,-4,-3,-2
-5,-3,-3,-1
-5,-3,-3,-2
-5,-3,-3,-2
-6,-3,-3,-2
-5,-4,-1,-3
-5,-3,-2,-2
-4,-3,-1,-2
-4,-3,0,-1
-4,-3,0,-2
-2,-3,-2,-2
-4,-3,0,-2
-5,-3,0,-2
-4,-3,-2,-1
-3,-3,-2,-1
-4,-3,-1,-2
-4,-3,-1,-2
-3,-3,-1,-1
-4,-3,-2,-2
-4,-3,-1,-2
-3,-4,-1,-1
-5,-3,-1,-2
-4,-3,-1,-2
-4,-3,-1,-2
-2,-3,-1,-2
-4,-3,-1,-2
-4,-3,-1,-1
-4,-3,-1,-1
-5,-3,-1,-1
-3,-3,-1,-2
-4,-3,-1,-1
-5,-3,-1,-2
-3,-4,0,-2
-4,-3,-1,-2
-4,-3,-1,-2
-4,-3,-2,-2
-3,-4,-2,-2
-4,-3,-1,-2
-4,-3,-1,-2
-4,-3,-2,-2
-4,-3,-1,-2
-4,-3,-1,-2
-3,-4,-1,-2
-4,-4,-1,-2
-4,-3,-1,-1
-4,-3,-1,-1
-4,-3,0,-1
-5,-3,-2,-1
-4,-3,-1,-2
-4,-3,-1,-3
-4,-3,0,-1
-3,-3,0,-2
-4,-3,-1,-2
-2,-3,-1,-1
-4,-3,-2,-2
-3,-3,-2,-1
-4,-3,-1,-2
-4,-3,0,-2
-4,-3,0,-2
-4,-3,-1,-2
-4,-3,-1,-1
-5,-3,-2,-2
-3,-3,-1,-3
-4,-3,-1,-2
-3,-4,-2,-2
-5,-3,-1,-2
-4,-3,-1,-2
-4,-3,-1,-2
-5,-2,-2,-2
-5,-3,-1,-2
-5,-3,-2,-2
-5,-3,-2,-2
-4,-3,-3,-1
-5,-3,-2,-2
-5,-3,-3,-2
-5,-3,-2,-1
-5,-3,-1,-3
-5,-3,-1,-2
-5,-3,-2,-2
-4,-3,-2,-3
-5,-3,-1,-3
-5,-3,-1,-2
-5,-3,-2,-3
-4,-3,-1,-3
-5,-4,-1,-3
-5,-3,-2,-1
-5,-3,-2,-3
-5,-3,-2,-1
-5,-3,-3,-1
-5,-3,-2,-2
-6,-4,-1,-2
-4,-3,-3,-2
-5,-2,-2,-2
-5,-2,-3,-1
-6,-3,-3,-2
-5,-3,-2,-1
-6,-2,-3,-2
-6,-3,-2,-2
-7,-3,-3,-2
-6,-2,-3,-1
-6,-4,-4,-3
-7,-3,-4,-2
-7,-3,-3,-3
-6,-4,-2,-2
-5,-3,-2,-2
-5,-3,-3,-1
-5,-3,-3,-2
4,-3,2,-3
3,-3,2,-2
5,-3,2,-1
3,-2,3,-2
2,-3,-1,-1
2,-3,-1,-1
1,-3,-2,-3
0,-3,0,-2
-1,-3,-1,-2
-1,-2,-1,-2
-1,-3,0,-1
-1,-3,-2,-2
-1,-3,-1,-2
-1,-3,-1,-2
-4,-3,-4,-1
-4,-3,-3,-1
-5,-3,-3,-2
-5,-3,-4,-2
-5,-3,-3,-1
-4,-3,-3,-1
-4,-3,-4,-1
-5,-3,-3,-1
-5,-3,-3,-2
-5,-3,-3,-1
-5,-3,-4,-1
-5,-3,-4,-1
-4,-3,-4,-1
-4,-3,-3,-2
-8,-3,-5,-1
-11,-2,-9,-1
-12,-2,-10,-2
-12,-3,-16,-1
-5,-2,-1,-3
-4,-2,-2,-2
-3,-2,-1,-2
-4,-3,-1,-2
-4,-3,-1,-2
-3,-3,-1,-3
-5,-3,-1,-1
-4,-3,-2,-2
-4,-3,-2,-2
-4,-3,-1,-2
-5,-3,-2,-2
-4,-3,-1,-2
-4,-3,-2,-2
-4,-3,-2,-2
-2,-2,1,-2
2,-3,9,-3
4,-3,11,-2
10,-3,11,-2
-6,-3,-2,-2
-6,-3,-2,-2
-6,-3,-3,-2
-5,-3,-3,-2
-5,-4,-3,-2
-6,-3,-4,-2
-4,-3,0,-3
-4,-4,-1,-3
-4,-3,0,-3
-4,-2,-1,-2
-4,-3,-1,-3
-4,-3,-1,-2
-5,-3,-2,-2
-5,-2,-1,-1
-4,-4,-1,-2
-5,-3,-3,-2
-3,-4,1,-3
-3,-3,0,-3
9,-2,10,-2
-4,-3,-1,-3
-4,-4,-1,-2
-4,-3,-1,-2
-4,-3,-1,-2
-4,-3,0,-2
-3,-4,-1,-2
-5,-3,-3,-2
-5,-3,-2,-2
-6,-2,-3,-2
-5,-2,-3,-2
-6,-3,-3,-2
-1,-3,2,-2
-1,-3,3,-3
-1,-3,3,-3
-1,-3,3,-3
0,-4,-7,-3
-6,-3,-4,-3
-6,-3,-3,-2
-5,-3,-2,-3
-6,-2,-2,-2
-5,-3,-2,-2
-5,-3,-2,-2
-4,-3,-2,-3
-5,-3,-1,-3
-5,-3,-1,-2
-4,-3,-1,-2
-5,-2,-3,-1
-5,-2,0,-2
-5,-2,-1,-2
-5,-3,-2,-2
-5,-3,-1,-1
-5,-3,-1,-2
-6,-2,-2,-1
-6,-2,-3,-1
-5,-2,-1,-2
-4,-3,0,-3
-4,-3,0,-2
-3,-2,0,-1
-4,-2,0,-2
-4,-3,0,-2
-3,-3,1,-2
-3,-2,1,-2
-3,-2,0,-2
-6,-3,-2,-1
-5,-2,-2,-2
-3,-2,-1,-2
-5,-2,-1,-2
-3,-3,-1,-2
-5,-3,-1,-2
-5,-2,0,-2
-5,-3,-1,-2
-5,-2,-1,-1
-5,-2,-1,-3
-3,-3,0,-2
-5,-3,-1,-2
-5,-2,0,-3
-4,-3,0,-2
-4,-2,-1,-2
-4,-2,0,-3
-6,-3,-1,-2
-5,-3,-2,-2
-5,-3,-2,-2
-6,-3,-2,-2
-5,-3,-1,-2
-5,-3,-2,-2
-6,-2,-3,-3
-6,-2,-3,-3
-6,-3,-3,-3
-6,-3,-2,-2
-6,-2,-3,-2
-6,-2,-3,-2
-7,-3,-2,-2
-6,-2,-3,-2
-6,-2,-3,-2
-6,-2,-2,-3
-5,-2,-1,-2
-4,-2,-1,-3
-6,-4,-2,-3
-6,-4,-2,-3
-7,-2,-1,-3
-5,-3,-2,-2
-6,-3,-2,-2
-5,-3,-2,-2
-6,-3,-2,-2
-6,-3,-2,-3
-6,-3,-1,-2
-6,-2,-2,-2
-7,-2,-3,-2
-6,-2,-3,-2
-7,-4,-3,-2
-6,-2,-3,-2
-4,-3,-2,-2
-5,-2,-2,-2
-5,-2,-2,-2
-5,-2,-1,-1
-5,-3,0,-2
-14,-2,-12,-1
-13,-4,-14,0
-13,-3,-16,0
-14,-3,-16,0
-14,-3,-16,-1
-3,-3,-2,-2
-4,-3,-2,-1
-5,-3,-2,-2
-4,-2,-2,-1
-4,-2,-2,-2
-4,-3,-1,-2
-4,-2,-2,-2
-3,-2,-1,-2
-5,-2,-1,-2
1,-3,5,-3
5,-2,10,-3
12,-3,10,-2
13,-1,10,-2
-2,-2,-3,0
-3,-3,-3,0
-4,-2,-2,-2
-5,-2,-2,-2
-4,-2,-1,-2
-4,-3,-1,-2
-1,-3,2,-3
3,-2,6,-3
-2,-3,-5,-1
-5,-3,-3,-1
-5,-3,-2,-2
-5,-3,-2,-1
-5,-3,-2,-2
-5,-2,-1,-1
-5,-2,-1,-2
-4,-2,-2,-2
-5,-4,-2,-2
-5,-2,-2,-2
-3,-4,1,-3
-2,-3,2,-2
-2,-3,2,-2
-2,-3,2,-2
-2,-2,3,-3
-4,-4,1,-3
-4,-3,1,-3
-4,-3,0,-3
-5,-2,1,-3
-7,-3,-2,-3
-7,-3,-3,-2
-6,-3,-3,-2
-7,-3,-3,-2
-5,-3,-3,-1
-7,-2,-3,-2
-7,-3,-4,-3
-6,-3,-3,-1
-6,-3,-3,-2
-5,-3,-1,-2
-6,-3,-3,-3
-2,-4,4,-5
